llm_summary,LABEL
" The customer is unable to set up their account due to a system performance issue (Case Number: 01649734). After successfully connecting to the modem, they encounter a ""Failed to Load"" error when attempting to submit their credit card information. This has resulted in multiple $1 holds on their bank account for each attempt.",duplicate dtn issue
" Duplicate DTNs 1500129868, Case Number: 01612655. Fiber Internet Ordering impacted. SmartNID status enabled without installation.",duplicate dtn issue
 Function Impacted: Instant Internet Ordering Issue Category: All Other Issues Summary: Unable to sign up or place an order for instant internet.,duplicate dtn issue
" Function impacted: QF: SOM Issue category: Work Order Work order number: 03349319 Case number: 01865522 SA Summary: Order cancellation and account status update request. The work order and A order are canceled, and the ORCH is frozen. The request is to update the account status to Abandoned so that the customer can receive a refund. An analyst case has been created.",duplicate dtn issue
 Instant Internet Ordering is impacted due to a broken or missing page (activate.q.com).,duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: Billing/Payment **Case Number**: 01523643 **Summary**: Payment not processing.,duplicate dtn issue
 Salesforce Issue: System Performance Work Order: 00874053 - Duplicate DTN issue. - Updated DTN for the account. - Account name needs to be updated to "YUE XU". - "SKYLINE RIDGE" is a PARENT PREMISE in COLORADO with instant internet properties. - SFDC Cx Acct URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/0013j00003DsKMKAA3/view,duplicate dtn issue
 Order A00408683 was placed without customer initiation. The reason for the shipment is unknown and there are no account notations indicating a request for a new pod. An investigation is needed to determine how the order was placed and ensure that it was not a system error.,duplicate dtn issue
 Salesforce agent UI is impacted. Users are unable to cancel the service due to an error in Salesforce.,duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: All Other Issues **Summary**: Unable to access the sign-up page.,duplicate dtn issue
 SQE duplicate DTN SmartNid enabled.,duplicate dtn issue
" PX Order, no BAN. Customer did not receive payment link on phone or email.",duplicate dtn issue
" Function Impacted: Fiber Internet Ordering Issue Category: All Other Issues Summary: Installation service appointment was canceled, but the account status is incorrectly showing as ""pending activation"".",duplicate dtn issue
" A disconnect order was completed, but the account is still active and billing. The Salesforce Customer Account URL is provided for reference.",duplicate dtn issue
" A SNID cache/cleanup order was created, but it was not DTN 1500165083. SNID shows enabled even though it is not installed.",duplicate dtn issue
" **Function Impacted:** Partner Portal **Issue Category:** Billing/Payment **Summary:** Customer is unable to update payment method on their account. They have tried using a debit card and PayPal, but the payment is not processing.",duplicate dtn issue
 Function Impacted: OP failed at "WO and SA Updates" for A00675222 Issue Category: QF: SOM Error: FATAL Exception while running the batch: Error in updating WO and SA: Invoke Method for Create User Failed,duplicate dtn issue
 Function impacted: Salesforce agent UI Issue category: All other issues Work order: 02892903 Summary: Orchestration plan failed to send email. Facilities information in Salesforce was incorrect. Stuck at "HSI Fiber Installation Completed" orchestration step.,duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: QF: Manage Portal **Summary**: Customer with service under account number 1000366766 had their service cancelled and is attempting to re-sign up.,duplicate dtn issue
 Orchestration stuck frozen in QF: SOM,duplicate dtn issue
 Partner Portal is impacted. A customer made a payment that was restored and then suspended again. The Salesforce Customer Account URL is provided.,duplicate dtn issue
" - Function impacted: Instant Internet Ordering. - Issue category: Billing/Payment. - Customer sees 2 active accounts and 2 pending activation accounts in SF, but billing information is missing. - Customer is unable to add or continue due to missing billing account in CTL ON.",duplicate dtn issue
 Salesforce agent UI issue. Case number 01499705 needs to be closed as the order is completed.,duplicate dtn issue
 **Summary:**  - Customer reported an issue with updating their payment method online in the Partner Portal. - Case Number: 01664167 - Issue Category: QF: Manage Portal - URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/0013j00003BZJaHAAX/view,duplicate dtn issue
 **Function Impacted**: Fiber Internet Ordering **Issue Category**: All Other Issues **Issue**: Duplicate DTN,duplicate dtn issue
 Order abandoned due to installation issues.,duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: Billing/Payment **Case Number**: 914504 **Summary**: Customer is unable to place orders due to missing billing account number.,duplicate dtn issue
 Orchestration plan amendments are preventing the installation completion and account activation. The orchestration plan failed at the Zuora Subscription Activation step for A00686716SFDC.,duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: QF: Manage Portal **Case Number**: 01668828 **Summary**: Unable to access activate.q.com,duplicate dtn issue
 **Function Impacted**: Salesforce agent UI **Issue Category**: QF: SOM Orchestration Items **Issue Description**: Send Order Confirmation Email failed,duplicate dtn issue
 **Function Impacted:** Salesforce agent UI **Issue Category:** QF: SOM **Work Order:** None **Case Number:** 01815642 **Issue Description:** Duplicate DTN/SmartNID status enabled without install. SmartNID cache needs to be cleared. **Duplicate DTN:** 1500230035,duplicate dtn issue
 Customer has two instant internet CTLON accounts.,duplicate dtn issue
" A duplicate DTN (01629614) was assigned to a new customer, while it is already assigned to an active customer (Max Graham) at a different location (5055 N INTERSTATE AVE PORTLAND OR USA 97217 Unit 308). This issue is preventing Fiber Internet Ordering.",duplicate dtn issue
 Customer is unable to update their payment method and pay their bill through the system.,duplicate dtn issue
 A duplicate DTN issue and incorrect work order type were identified. The work order type should be 'INSTALL' instead of 'REPAIR'.,duplicate dtn issue
 - Function impacted: Instant WiFi Ordering - Issue category: All Other Issues - Case Number: 00921095 - Summary: Unable to order service due to repeated account shell errors.,duplicate dtn issue
" **Function Impacted**: Salesforce agent UI **Issue Category**: QF: Manage Portal Orchestration Failure at HSI Fiber Installation Completed **Summary**: Frozen running has not completed, causing the account to be stuck pending activation. The customer is requesting cancellation.",duplicate dtn issue
 Fiber internet order stuck on "HSI Fiber Installation Completed" step in JeopardyOP.,duplicate dtn issue
 A customer reported an issue with their Fiber Internet Order. The SmartNID status is enabled without installation. The request is to close the account so that the customer can try signing up again. The duplicate DTN for this issue is 1500111196.,duplicate dtn issue
 Fiber Internet Ordering system is experiencing performance issues. Work Order A00444443 and Case Number 01785445 have been created to address the Smart NID enable address failure.,duplicate dtn issue
" Salesforce BIWF: Fiber internet order issue. Work orders: A00057500, A00027696. Case number: 01407504. Service address unavailable but service exists.",duplicate dtn issue
 Salesforce Issues: System Performance (Work Order: 1),duplicate dtn issue
" Customer is unable to access Payment History or Monthly Invoices available from the Buy Flow/Portal q.com. Previously, the customer was able to view and access this information, but now it shows blank when she selects that option.",duplicate dtn issue
